Job_Listing,Working_Title,Job Control,Salary_Range,Work_Type/Schedule,Department,Location,Publish_Date,Filing_Deadline,URLs
"CAPTAIN, ADULT INSTITUTION",Captain (AI),392222,$10800.00 - $12359.00,Permanent Fulltime,Pleasant Valley State Prison,Fresno County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392222
"CAPTAIN, ADULT INSTITUTION",Captain- Complex I,392128,$10800.00 - $12359.00,Limited Term Fulltime,Chuckawalla Valley State Prison,Riverside County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392128
"CAPTAIN, ADULT INSTITUTION",CAPTAIN,392046,$10800.00 - $12359.00,Permanent Fulltime,Mule Creek State Prison,Amador County,9/8/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392046
CERTIFIED NURSING ASSISTANT,"Certified Nursing Assistant, CF, Substance Abuse Treatment Facility, Corcoran",388975,$3103.00 - $3885.00,Limited Term Fulltime,California Correctional Health Care Services,Kings County,9/8/2023,10/6/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=388975
CERTIFIED NURSING ASSISTANT,"Certified Nursing Assistant, CF, Substance Abuse Treatment Facility, Corcoran",388988,$3103.00 - $3885.00,Permanent Fulltime,California Correctional Health Care Services,Kings County,9/8/2023,10/6/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=388988
CERTIFIED NURSING ASSISTANT,"CERTIFIED NURSING ASSISTANT, CF, PLEASANT VALLEY STATE PRISON, COALINGA",389820,$17.90 - $22.41,Limited Term Intermittent,California Correctional Health Care Services,Fresno County,9/8/2023,10/4/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=389820
CHIEF ENGINEER I (CORRECTIONAL FACILITY),Chief Engineer I (CF),385663,$7849.00 - $8309.00,Permanent Fulltime,Centinela State Prison,Imperial County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=385663
CHIEF ENGINEER I (CORRECTIONAL FACILITY),Chief Engineer I (CF),385946,$7849.00 - $8309.00,Limited Term Fulltime,Centinela State Prison,Imperial County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=385946
"CHIEF PSYCHIATRIST, CORRECTIONAL AND REHAB SERVICES (SAFETY)","Chief Psychiatrist, Correctional and Rehabilitative Services (Safety) - North Kern State Prison",392238,$26176.00 - $32444.00,Permanent Fulltime,California Correctional Health Care Services,Kern County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392238
CLINICAL SOCIAL WORKER (HEALTH/CORRECTIONAL FACILITY) - SAFETY,Clinical Social Worker - Psychiatric Inpatient Program,347236,$6897.00 - $9437.00,Permanent Fulltime,California Correctional Health Care Services,San Joaquin County,9/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=347236
COASTAL PROGRAM ANALYST I,ENFORCEMENT OFFICER,391958,$4295.00 - $6652.00,Permanent Fulltime,CA Coastal Commission,Ventura County,9/8/2023,10/8/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391958
COASTAL PROGRAM ANALYST III,Senior Transportation Program Analyst,391734,$6706.00 - $8399.00,Permanent Fulltime,CA Coastal Commission,United States,9/8/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391734
COOK SPECIALIST I,Cook Specialist I - PI,338914,$2785.83 - $4096.00,Permanent Intermittent,Department of Transportation,El Dorado County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=338914
COOK SPECIALIST II,Cook Specialist II,358890,$3079.17 - $4537.00,Permanent Intermittent,Department of Transportation,El Dorado County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=358890
CORRECTIONAL SERGEANT,Correctional Sergeant,386655,$7490.00 - $10007.00,Permanent Fulltime,Salinas Valley State Prison,Monterey County,9/8/2023,9/23/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=386655
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY),Correctional Supervising Cook (Correctional Facility),392179,$3996.00 - $4916.00,Permanent Fulltime,"California State Prison, Sacramento",Sacramento County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392179
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY),"Correctional Supervising Cook, CF - Salinas Valley State Prison (SVSP)",392160,$3996.00 - $4916.00,Permanent Fulltime,Salinas Valley State Prison,Monterey County,9/8/2023,9/24/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392160
CORRECTIONAL SUPERVISING COOK (CORRECTIONAL FACILITY),CORRECTIONAL SUPERVISING COOK,392262,$3996.00 - $4916.00,Limited Term Fulltime,High Desert State Prison,Lassen County,9/8/2023,10/9/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392262
CUSTODIAN I,Custodian - PI,354827,$2438.33 - $3663.00,Permanent Intermittent,Department of Transportation,El Dorado County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=354827
CUSTODIAN SUPERVISOR I,CUSTODIAN SUPERVISOR I,392142,$3239.00 - $4059.00,Permanent Fulltime,CA Science Center,Los Angeles County,9/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392142
CUSTODIAN SUPERVISOR II,Custodian Supervisor II,373287,$3507.00 - $4390.00,Permanent Fulltime,CA Exposition and State Fair,Sacramento County,9/8/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=373287
ELECTRICIAN II (CORRECTIONAL FACILITY),Electrician II (CF),391714,$6163.00 - $7109.00,Permanent Fulltime,CDCR - San Quentin State Prison,Marin County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391714
EMPLOYMENT PROGRAM REPRESENTATIVE,Employment Program Representative,392235,$3534.00 - $5500.00,Permanent Fulltime,Employment Development Department,Monterey County,9/8/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392235
ENVIRONMENTAL SCIENTIST,Environmental Scientist,392188,$4145.00 - $7926.00,Permanent Fulltime,Department of Fish and Wildlife,Humboldt County,9/8/2023,9/25/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392188
ENVIRONMENTAL SCIENTIST,Environmental Scientist,391944,$4145.00 - $7926.00,Permanent Fulltime,Department of Food & Agriculture,Stanislaus County,9/8/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391944
FAIR EMPLOYMENT AND HOUSING CONSULTANT III (SPECIALIST),FEH Consultant III (Specialist) - Team 2,390581,$6061.00 - $7587.00,Permanent Fulltime,California Civil Rights Department,United States,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390581
FIRE AND LIFE SAFETY OFFICER II (HEALTH FACILITIES CONSTRUCTION),Fire and Life Safety Officer II (HFC),391745,$10015.00 - $12538.00,Permanent Fulltime,Department of Health Care Access and Information,Los Angeles County,9/8/2023,9/25/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391745
FISH AND WILDLIFE INTERPRETER II,Fish and Wildlife Interpreter II- Limited Term,392075,$5943.00 - $7381.00,Limited Term Fulltime,Department of Fish and Wildlife,Sacramento County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392075
FISH AND WILDLIFE SCIENTIFIC AID,Scientific Aid,392266,$16.07 - $19.07,Non-Tenured Intermittent,Department of Fish and Wildlife,Riverside County,9/8/2023,9/25/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=392266
FOOD ADMINISTRATOR I (CORRECTIONAL FACILITY),FOOD ADMINISTRATOR I - CALIFORNIA MEN'S COLONY,389720,$6207.00 - $7772.00,Permanent Fulltime,California Correctional Health Care Services,San Luis Obispo County,9/8/2023,10/4/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=389720
FOOD ADMINISTRATOR I (CORRECTIONAL FACILITY),"FOOD ADMINISTRATOR I, CF - HIGH DESERT STATE PRISON",375634,$6207.00 - $7772.00,Permanent Fulltime,California Correctional Health Care Services,Lassen County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=375634
HEALTH PROGRAM MANAGER III,Health Program Manager III -QM- Ironwood State Prison (ISP),366368,$8759.00 - $9945.00,Limited Term Fulltime,California Correctional Health Care Services,Riverside County,9/8/2023,9/22/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=366368
HEALTH PROGRAM SPECIALIST I,Behavioral Health Public Policy Consultant,391893,$6061.00 - $7587.00,Permanent Fulltime,Department of Health Care Services,Sacramento County,9/8/2023,9/29/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391893
HEALTH PROGRAM SPECIALIST I,"Health Program Specialist I-Central California Women's Facility, Chowchilla",383641,$3030.50 - $3793.50,Permanent Part-time,California Correctional Health Care Services,Madera County,9/8/2023,10/4/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=383641
ACCOUNT CLERK II,Account Clerk II,390966,$3178.00 - $3981.00,Permanent Fulltime,Department of Rehabilitation,Sacramento County,9/5/2023,9/15/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390966
ACCOUNTANT I (SPECIALIST),Accountant I (Specialist),391166,$3600.00 - $4506.00,Permanent Fulltime,Department of State Hospitals,San Bernardino County,9/1/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391166
ACCOUNTANT I (SPECIALIST),Accountant I (Specialist),390544,$3600.00 - $4506.00,Permanent Fulltime,California Men's Colony,San Luis Obispo County,8/29/2023,10/29/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390544
ACCOUNTANT I (SPECIALIST),Accountant I (Specialist),390552,$3600.00 - $4506.00,Limited Term Fulltime,California Men's Colony,San Luis Obispo County,8/29/2023,10/29/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390552
ACCOUNTANT I (SPECIALIST),Accountant 1 (Specialist),379743,$3600.00 - $4506.00,Permanent Fulltime,Department of Rehabilitation,Sacramento County,9/6/2023,9/16/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=379743
ACCOUNTANT I (SPECIALIST),Accountant I,357561,$3600.00 - $4506.00,Permanent Fulltime,Department of Veterans Affairs,Shasta County,6/14/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=357561
ACCOUNTANT I (SPECIALIST),Accountant I (Specialist),372736,$3600.00 - $4506.00,Permanent Part-time,Department of State Hospitals,Napa County,5/16/2023,Until Filled,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=372736
ACCOUNTANT I (SPECIALIST),Accountant I (Specialist),390062,$3600.00 - $4506.00,Permanent Fulltime,Department of State Hospitals,San Bernardino County,8/25/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390062
ACCOUNTANT I (SPECIALIST),Accounting Support Staff,390377,$3600.00 - $4506.00,Permanent Fulltime,Franchise Tax Board,Sacramento County,8/31/2023,9/14/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390377
ACCOUNTANT I (SPECIALIST),ACCOUNTANT I (SPECIALIST),390382,$3600.00 - $4506.00,Permanent Fulltime,California Highway Patrol,Sacramento County,8/28/2023,9/8/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=390382
ASSOCIATE ACCOUNTING ANALYST,Associate Accounting Analyst,391557,$5793.00 - $7256.00,Permanent Fulltime,State Controller's Office,Sacramento County,9/7/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391557
ASSOCIATE BUDGET ANALYST,SWP & Business Operations Analyst,388825,$5518.00 - $6907.00,Permanent Fulltime,Department of Water Resources,Sacramento County,9/7/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=388825
"BUSINESS TAXES ADMINISTRATOR I, BOARD OF EQUALIZATION",Tax Compliance Administrator,391489,$7020.00 - $9224.00,Permanent Fulltime,CA Department of Tax and Fee Administration,Sacramento County,9/7/2023,9/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391489
"BUSINESS TAXES SPECIALIST III, BOARD OF EQUALIZATION",Technical Advisor to the Chief Deputy Director,391532,$8923.00 - $10638.00,Permanent Fulltime,CA Department of Tax and Fee Administration,Sacramento County,9/7/2023,9/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391532
C. E. A.,Assistant General Counsel,391418,$12329.00 - $16585.00,Non-Tenured Fulltime,CA Environmental Protection Agency,Sacramento County,9/7/2023,9/30/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391418
INFORMATION TECHNOLOGY ASSOCIATE,INFORMATION TECHNOLOGY ASSOCIATE (00101401),391574,$4516.00 - $7998.00,Permanent Fulltime,Board of State and Community Corrections,Sacramento County,9/7/2023,9/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391574
INFORMATION TECHNOLOGY ASSOCIATE,Testing Analyst,391699,$4516.00 - $7998.00,Permanent Fulltime,Department of FISCal,Sacramento County,9/7/2023,9/17/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391699
INFORMATION TECHNOLOGY SUPERVISOR II,Project Management Office Manager,391544,$7783.00 - $10428.00,Permanent Fulltime,State Controller's Office,Sacramento County,9/7/2023,9/21/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391544
SENIOR PAYROLL SPECIALIST,Senior Payroll Specialist,391600,$4936.00 - $6184.00,Permanent Fulltime,State Controller's Office,Sacramento County,9/7/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391600
STAFF SERVICES MANAGER I,Business Services Supervisor,389787,$6563.00 - $8153.00,Permanent Fulltime,Department of Water Resources,Kern County,9/7/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=389787
ACCOUNTING ANALYST,ACCOUNTING ANALYST,391254,$3895.00 - $6032.00,Permanent Fulltime,State Controller's Office,Sacramento County,9/6/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391254
ACCOUNTING OFFICER (SPECIALIST),Accounting Officer (Specialist) PC 2402,378517,$4819.00 - $6032.00,Permanent Fulltime,Department of Education,Sacramento County,9/6/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=378517
ADMINISTRATIVE ASSISTANT I,Administrative Assistant I - Correctional Rehabilitation Center (CRC),381768,$4588.00 - $5744.00,Permanent Fulltime,California Correctional Health Care Services,Riverside County,9/6/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=381768
ADMINISTRATIVE ASSISTANT I,"Administrative Assistant I - Salinas Valley State Prison, Soledad",391612,$4588.00 - $5744.00,Limited Term Fulltime,California Correctional Health Care Services,Monterey County,9/6/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391612
"ADMINISTRATOR II, FRANCHISE TAX BOARD",Individual and Pass Through Entity (IPTE)  Administrator II,391347,$7704.00 - $10130.00,Permanent Fulltime,Franchise Tax Board,Los Angeles County,9/6/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391347
AIR RESOURCES ENGINEER                                 (MAND),Air Resources Engineer,391495,$6175.00 - $11567.00,Permanent Fulltime,State Air Resources Board,United States,9/6/2023,9/27/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391495
ASSOCIATE ACCOUNTING ANALYST,Associate Accounting Analyst,391479,$5793.00 - $7256.00,Permanent Fulltime,State Controller's Office,Sacramento County,9/6/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391479
ASSOCIATE ARCHITECT,ASSOCIATE ARCHITECT - TELEWORK OPTION,391681,$9244.00 - $11567.00,Permanent Fulltime,Department of General Services,Alameda County,9/6/2023,10/6/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391681
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst/Staff Services Analyst,391684,$5518.00 - $6907.00,Permanent Fulltime,Department of Social Services,Sacramento County,9/6/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391684
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Grants Management Analyst,391691,$5518.00 - $6907.00,Permanent Fulltime,Department of Cannabis Control,Sacramento County,9/6/2023,9/16/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391691
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst/Staff Services Analyst,391697,$5518.00 - $6907.00,Permanent Fulltime,Department of Social Services,Sacramento County,9/6/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391697
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Project Control Officer,391437,$5518.00 - $6907.00,Permanent Fulltime,Department of Transportation,San Bernardino County,9/6/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391437
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Performance Management Analyst,391441,$5518.00 - $6907.00,Permanent Fulltime,CA Department of Tax and Fee Administration,Sacramento County,9/6/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391441
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,ASSOCIATE GOVERNMENTAL PROGRAM ANALYST - TELEWORK OPTION,391490,$5518.00 - $6907.00,Limited Term Fulltime,California Department of Aging,Sacramento County,9/6/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391490
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,ASSOCIATE GOVERNMENTAL PROGRAM ANALYST - TELEWORK OPTION,391482,$5518.00 - $6907.00,Permanent Fulltime,California Department of Aging,Sacramento County,9/6/2023,9/18/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391482
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Associate Governmental Program Analyst / Staff Services Analyst,391531,$5518.00 - $7116.00,Permanent Fulltime,California Correctional Health Care Services,Sacramento County,9/6/2023,9/20/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391531
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Strategic Communications Analyst - Telework Option,391517,$5518.00 - $6907.00,Permanent Fulltime,Department of Child Support Services,Sacramento County,9/6/2023,9/16/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391517
ASSOCIATE GOVERNMENTAL PROGRAM ANALYST,Budget Analyst,391523,$5518.00 - $6907.00,Permanent Fulltime,Department of Public Health,Contra Costa County,9/6/2023,10/5/2023,https://www.calcareers.ca.gov/CalHrPublic/Jobs/JobPosting.aspx?JobControlId=391523
